Year,SA2_code_2016,SA2_name_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2014,126021503,West Ryde - Meadowbank,19084,3975.833333,2.403949345,448,11.62192197,,,,,,
2014,126021590,Putney,4306,2870.666667,-0.393245431,-17,1.008679334,,,,,,
2014,126021591,Ryde,26083,3573.013699,3.668521463,923,16.44196429,,,,,,
2014,127011504,Ashcroft - Busby - Miller,17622,3204,0.97410039,170,5.952380952,,,,,,
2014,127011505,Austral - Greendale,9299,84.00180668,-0.021503064,-2,3.771900458,,,,,,
2014,127011506,Cobbitty - Leppington,11496,87.02498107,24.68546638,2276,83.99487836,,,,,,
2014,127011592,Badgerys Creek,163,9.261363636,-21.63461538,-45,-41.99288256,,,,,,
2014,127011593,Cecil Hills,7250,1959.459459,0.179632444,13,0.680461047,,,,,,
2014,127011594,Green Valley,12991,4059.6875,0.046207162,6,2.15459621,,,,,,
2014,127011595,Hinchinbrook,11131,2140.576923,4.989624599,529,12.00442745,,,,,,
2014,127011596,Hoxton Park - Carnes Hill - Horningsea Park,10750,2621.95122,6.078547464,616,19.8706512,,,,,,
2014,127011597,West Hoxton - Middleton Grange,13677,1470.645161,8.988764045,1128,39.6752451,,,,,,
2014,127021509,Bonnyrigg Heights - Bonnyrigg,16332,3140.769231,0.870854178,141,3.49154046,,,,,,
2014,127021510,Bossley Park - Abbotsbury,19344,2036.210526,0.29033596,56,0.519642486,,,,,,
2014,127021511,Cabramatta - Lansvale,25197,3315.394737,0.683289379,171,4.482501244,,,,,,
2014,127021512,Cabramatta West - Mount Pritchard,17250,3254.716981,1.470588235,250,5.815237394,,,,,,
2014,127021513,Canley Vale - Canley Heights,21071,3902.037037,0.948593877,198,4.66941533,,,,,,
2014,127021514,Edensor Park,10099,3257.741935,0.457574853,46,0.74820431,,,,,,
2014,127021515,Fairfield,18104,4310.47619,0.538679402,97,6.275315527,,,,,,
2014,127021516,Fairfield - West,18941,4030,1.196772987,224,5.23362409,,,,,,
2014,127021517,Greenfield Park - Prairiewood,8369,2324.722222,1.454721784,120,2.88910745,,,,,,
2014,127021518,Horsley Park - Kemps Creek,4632,82.27353464,0.32488629,15,3.415941058,,,,,,
2014,127021519,Smithfield - Wetherill Park,18129,2746.818182,1.002841384,180,3.748426233,,,,,,
2014,127021520,St Johns Park - Wakeley,11154,3098.333333,0.053821313,6,-0.259322185,,,,,,
2014,127021521,Wetherill Park Industrial,32,3.720930233,3.225806452,1,28,,,,,,
2014,127031522,Casula,15897,2239.014085,1.151692543,181,7.768964816,,,,,,
2014,127031523,Chipping Norton - Moorebank,18235,1257.586207,3.914976066,687,17.1689263,,,,,,
2014,127031524,Holsworthy - Wattle Grove,20676,280.5427408,0.799531981,164,3.639097744,,,,,,
2014,127031598,Liverpool,26935,4275.396825,1.343216194,357,8.657065634,,,,,,
2014,127031599,Lurnea - Cartwright,11643,3326.571429,0.901291273,104,7.209944751,,,,,,
2014,127031600,Prestons - Edmondson Park,16934,1200.992908,2.667636716,440,13.43783494,,,,,,
2014,127031601,Warwick Farm,5534,1177.446809,4.316682375,229,22.32537577,,,,,,
2014,128011529,Gymea - Grays Point,17868,3080.689655,0.670460308,119,2.778257118,,,,,,
2014,128011530,Miranda - Yowie Bay,18725,3120.833333,0.553109226,103,2.958156925,,,,,,
2014,128011531,Sylvania - Taren Point,16494,2703.934426,0.99810177,163,5.057324841,,,,,,
2014,128011602,Caringbah,11909,2977.25,1.404972752,165,7.433468651,,,,,,
2014,128011603,Caringbah South,12358,3014.146341,0.553295362,68,3.026260942,,,,,,
2014,128011604,Cronulla - Kurnell - Bundeena,23846,950.0398406,1.914693564,448,4.399982488,,,,,,
2014,128011605,Lilli Pilli - Port Hacking - Dolans Bay,3228,2483.076923,0.155134967,5,-0.092850511,,,,,,
2014,128011606,Woolaware - Burraneer,8009,2426.969697,0.212712713,17,3.368611255,,,,,,
2014,128021533,Heathcote - Waterfall,6689,242.3550725,0.044869877,3,-0.193971949,,,,,,
2014,128021534,Illawong - Alfords Point,11042,1512.60274,-0.522522523,-58,-3.664281975,,,,,,
2014,128021535,Menai - Lucas Heights - Woronora,21782,652.1556886,-0.055061026,-12,-2.006478316,,,,,,
2014,128021536,Oyster Bay - Como - Jannali,21664,2434.157303,0.342751274,74,1.637344593,,,,,,
2014,128021537,Royal National Park,24,0.172290022,9.090909091,2,26.31578947,,,,,,
2014,128021538,Sutherland - Kirrawee,20997,2691.923077,1.346655083,279,5.629338968,,,,,,
2014,128021607,Engadine,17341,1926.777778,0.225407467,39,1.11959881,,,,,,
2014,128021608,Loftus - Yarrawarrah,7472,1966.315789,-0.080235357,-6,-0.306871247,,,,,,
2014,128021609,Woronora Heights,3868,1247.741935,-0.947503201,-37,-3.661270237,,,,,,
2014,206011105,Brunswick,26155,5128.431373,3.03734636,771,13.17611424,,,,,,
2014,206011106,Brunswick East,10439,4745,5.764944276,569,21.58164454,,,,,,
2014,206011107,Brunswick West,14192,4435,0.960375614,135,4.506627393,,,,,,
2014,206011108,Coburg,27127,3931.449275,1.058003949,284,4.976587593,,,,,,
2014,206011109,Pascoe Vale South,10122,3374,0.836820084,84,4.587724737,,,,,,
2014,206021110,Alphington - Fairfield,8944,3084.137931,1.325478645,117,6.768532888,,,,,,
2014,206021111,Northcote,25551,4188.688525,2.277639901,569,7.262499475,,,,,,
2014,206021112,Thornbury,18985,3797,1.129281415,212,5.09853853,,,,,,
2014,206031113,Ascot Vale,14870,3913.157895,2.615416465,379,6.870777634,,,,,,
2014,206031114,Essendon - Aberfeldie,27304,3250.47619,2.527130036,673,8.083287151,,,,,,
2014,206031115,Flemington,10311,6444.375,2.413587604,243,14.18604651,,,,,,
2014,206031116,Moonee Ponds,14820,3368.181818,1.050047729,154,5.751391466,,,,,,
2014,206041117,Carlton,17843,9912.777778,6.722890125,1124,21.48839109,,,,,,
2014,206041118,Docklands,9170,3820.833333,14.79719579,1182,69.75194372,,,,,,
2014,206041119,East Melbourne,5374,1853.103448,0.76879805,41,3.306420607,,,,,,
2014,206041120,Flemington Racecourse,89,52.35294118,1.136363636,1,12.65822785,,,,,,
2014,206041121,Kensington (Vic.),11030,5252.380952,2.490243449,268,8.584367001,,,,,,
2014,206041122,Melbourne,33626,14010.83333,13.40978078,3976,79.32910245,,,,,,
2014,206041123,North Melbourne,19644,6138.75,5.408886027,1008,27.48393796,,,,,,
2014,206041124,Parkville,7447,1861.75,3.805408419,273,17.62754699,,,,,,
2014,206041125,South Yarra - West,6397,4264.666667,0.062568434,4,0.26645768,,,,,,
2014,206041126,Southbank,17355,5598.387097,8.713355049,1391,45.46140307,,,,,,
2014,206041127,West Melbourne,0,0,0,0,0,,,,,,
2014,206051128,Albert Park,15592,3317.446809,2.028530297,310,9.455949456,,,,,,
2014,206051129,Elwood,16063,6178.076923,0.961659334,153,4.136142626,,,,,,
2014,206051130,Port Melbourne,16915,6041.071429,2.5275791,417,10.44727391,,,,,,
2014,206051131,Port Melbourne Industrial,21,3.043478261,10.52631579,2,61.53846154,,,,,,
2014,206051132,South Melbourne,11972,4788.8,3.914590747,451,15.74978246,,,,,,
2014,206051133,St Kilda,26760,6861.538462,2.816306144,733,14.11027248,,,,,,
2014,206051134,St Kilda East,17139,7141.25,1.342242195,227,3.998786408,,,,,,
2014,206061135,Armadale,9387,4266.818182,0.524737631,49,1.371490281,,,,,,
2014,206061136,Prahran - Windsor,20481,7062.413793,2.522901337,504,10.21363612,,,,,,
2014,206061137,South Yarra - East,19382,7752.8,7.30816078,1320,26.74601099,,,,,,
2014,206061138,Toorak,13878,3227.44186,0.267321725,37,-0.72251234,,,,,,
2014,206071139,Abbotsford,7411,4359.411765,13.33537238,872,53.34160977,,,,,,
2014,206071140,Carlton North - Princes Hill,8893,3866.521739,0.656479909,58,1.50667732,,,,,,
2014,206071141,Collingwood,8022,6170.769231,8.011310085,595,24.29501085,,,,,,
2014,206071142,Fitzroy,10880,7771.428571,1.634750117,175,8.258706468,,,,,,
2014,206071143,Fitzroy North,12658,5063.2,1.703358509,212,4.576999339,,,,,,
2014,206071144,Richmond (Vic.),30936,4989.677419,3.756372417,1120,13.26889279,,,,,,
2014,206071145,Yarra - North,9237,1776.346154,2.621930897,236,8.428219275,,,,,,
2014,207011146,Ashburton (Vic.),7970,2846.428571,0.276799195,22,3.064787275,,,,,,
2014,207011147,Balwyn,16477,2942.321429,0.579904774,95,1.791561129,,,,,,
2014,207011148,Balwyn North,21245,2414.204545,0.42543134,90,2.37074158,,,,,,
2014,207011149,Camberwell,21739,2977.945205,1.674383799,358,5.014250519,,,,,,
2014,207011150,Glen Iris - East,17034,2988.421053,0.424478245,72,3.330300273,,,,,,
2014,207011151,Hawthorn,23629,4145.438596,2.529723162,583,10.05589194,,,,,,
2014,207011152,Hawthorn East,15066,3964.736842,2.2671735,334,5.793132505,,,,,,
2014,207011153,Kew,25957,2472.095238,1.952081697,497,5.259529603,,,,,,
2014,207011154,Kew East,6679,1669.75,0.784668779,52,3.007402838,,,,,,
2014,207011155,Surrey Hills (West) - Canterbury,16864,2958.596491,0.428775607,72,1.774290887,,,,,,
2014,207021156,Bulleen,11468,1711.641791,0.297358755,34,1.576616475,,,,,,
2014,207021157,Doncaster,20505,2330.113636,2.030153754,408,7.835919011,,,,,,
2014,207021159,Templestowe,17469,1085.031056,0.241005337,42,0.535220994,,,,,,
2014,207021160,Templestowe Lower,14006,2373.898305,0.661204542,92,1.632682679,,,,,,
2014,207021424,Doncaster East (North),15146,2366.5625,0.604450349,91,0.731577547,,,,,,
2014,207021425,Doncaster East (South),14019,2920.625,2.08257482,286,5.931691099,,,,,,
2014,207031161,Blackburn,21503,2500.348837,1.204875982,256,5.759394059,,,,,,
2014,207031162,Blackburn South,11046,3068.333333,0.326975477,36,1.591097213,,,,,,
2014,207031163,Box Hill,19618,2802.571429,2.342323543,449,9.201224603,,,,,,
2014,207031164,Box Hill North,17940,2893.548387,2.263010888,397,5.697283922,,,,,,
2014,207031165,Burwood,12174,2434.8,2.768867128,328,11.32040966,,,,,,
2014,207031166,Burwood East,10685,2484.883721,0.168744727,18,1.520190024,,,,,,
2014,207031167,Surrey Hills (East) - Mont Albert,10288,3117.575758,0.586624951,60,1.359605911,,,,,,
2014,208011168,Beaumaris,13831,2305.166667,1.467243783,200,4.274728589,,,,,,
2014,208011169,Brighton (Vic.),23467,2861.829268,2.079255296,478,5.403341718,,,,,,
2014,208011170,Brighton East,16473,2941.607143,0.616906914,101,3.227221456,,,,,,
2014,208011171,Cheltenham - Highett (West),11050,2084.90566,2.154016825,233,5.934234493,,,,,,
2014,208011172,Hampton,18165,3186.842105,0.92227346,166,4.987862675,,,,,,
2014,208011173,Sandringham - Black Rock,16811,2626.71875,2.231817076,367,7.549101145,,,,,,
2014,208021174,Bentleigh - McKinnon,23067,3720.483871,1.353310778,308,6.732370905,,,,,,
2014,208021176,Carnegie,18192,4787.368421,2.345991561,417,8.660852945,,,,,,
2014,208021177,Caulfield - North,21614,3377.1875,1.583869906,337,6.02894285,,,,,,
2014,208021178,Caulfield - South,17921,3812.978723,1.616012701,285,4.813428471,,,,,,
2014,208021179,Elsternwick,11687,4030,1.838619728,211,4.357531922,,,,,,
2014,208021180,Hughesdale,7748,3874,1.307531381,100,3.791024782,,,,,,
2014,208021181,Murrumbeena,9458,3783.2,1.885166433,175,5.358137462,,,,,,
2014,208021182,Ormond - Glen Huntly,13597,4688.62069,1.447437141,194,7.105159512,,,,,,
2014,208021426,Bentleigh East (North),14930,3245.652174,1.925177499,282,6.293606721,,,,,,
2014,208021427,Bentleigh East (South),13228,2875.652174,1.730369915,225,4.48657188,,,,,,
2014,208031183,Aspendale Gardens - Waterways,9358,1765.660377,0.829651977,77,6.123837605,,,,,,
2014,208031184,Braeside,44,4.835164835,22.22222222,8,144.4444444,,,,,,
2014,208031185,Carrum - Patterson Lakes,11844,2042.068966,0.86008686,101,1.901402392,,,,,,
2014,208031186,Chelsea - Bonbeach,14091,2609.444444,1.272100043,177,8.142747506,,,,,,
2014,208031187,Chelsea Heights,5443,1700.9375,0.964570581,52,2.062628914,,,,,,
2014,208031188,Cheltenham - Highett (East),22533,2590,2.199746009,485,7.823715188,,,,,,
2014,208031189,Edithvale - Aspendale,12907,2530.784314,0.962140175,123,5.596007527,,,,,,
2014,208031190,Mentone,13031,2895.777778,2.059837093,263,9.173927614,,,,,,
2014,208031191,Moorabbin - Heatherton,8763,748.974359,1.812478215,156,6.063907044,,,,,,
2014,208031192,Moorabbin Airport,0,0,0,0,0,,,,,,
2014,208031193,Mordialloc - Parkdale,20316,2539.5,1.190416895,239,5.280613567,,,,,,
2014,208041194,Malvern - Glen Iris,20898,3370.645161,0.815282937,169,3.928784563,,,,,,
2014,208041195,Malvern East,21868,2877.368421,1.522748375,328,4.312154169,,,,,,
2014,209011196,Bundoora - East,10057,2452.926829,0.600180054,60,2.246848312,,,,,,
2014,209011197,Greensborough,21140,2093.069307,0.322703113,68,0.844344798,,,,,,
2014,209011198,Heidelberg - Rosanna,15047,2351.09375,1.641448257,243,7.97990671,,,,,,
2014,209011199,Heidelberg West,14457,2157.761194,1.331744585,190,5.571783263,,,,,,
2014,209011200,Ivanhoe,11734,2346.8,0.350637133,41,1.893018409,,,,,,
2014,209011201,Ivanhoe East - Eaglemont,8079,1878.837209,0.136341101,11,1.000125016,,,,,,
2014,209011202,Montmorency - Briar Hill,16299,1358.25,0.474664036,77,1.173184358,,,,,,
2014,209011203,Viewbank - Yallambie,18882,1851.176471,0.329436769,62,-0.015885624,,,,,,
2014,209011204,Watsonia,9412,2476.842105,0.437520009,41,1.095596133,,,,,,
2014,209021205,Kingsbury,11516,1279.555556,1.471495286,167,10.52884154,,,,,,
2014,209021207,Reservoir - East,27285,3031.666667,1.650398629,443,7.088190274,,,,,,
2014,209021208,Reservoir - West,24676,2419.215686,0.911953544,223,4.439835781,,,,,,
2014,209021428,Preston - East,20127,2613.896104,1.769732518,350,8.95950628,,,,,,
2014,209021429,Preston - West,12427,3451.944444,1.287798517,158,3.300083126,,,,,,
2014,209031209,Eltham,23785,1219.74359,0.197994776,47,-0.33521894,,,,,,
2014,209031210,Hurstbridge,3611,243.9864865,-0.496004409,-18,-1.741496599,,,,,,
2014,209031211,Kinglake,3856,12.06885759,1.207349081,46,8.102046538,,,,,,
2014,209031212,Panton Hill - St Andrews,5300,18.13826146,0.588346935,31,-0.544192156,,,,,,
2014,209031213,Plenty - Yarrambat,9666,332.1649485,0.897703549,86,4.316857328,,,,,,
2014,209031214,Research - North Warrandyte,6921,138.9759036,0.304347826,21,0.786369594,,,,,,
2014,209031215,Wattle Glen - Diamond Creek,14150,527.9850746,0.65443164,92,2.662700428,,,,,,
2014,209041216,Bundoora - North,7065,1503.191489,7.632541133,501,33.25160317,,,,,,
2014,209041217,Bundoora - West,6450,2480.769231,-0.355322107,-23,-0.447599938,,,,,,
2014,209041219,Lalor,22612,1868.760331,2.721119339,599,10.15735373,,,,,,
2014,209041220,Mill Park - North,18710,2309.876543,0.289451115,54,-3.546757398,,,,,,
2014,209041221,Mill Park - South,12540,2559.183673,-0.673267327,-85,-5.035971223,,,,,,
2014,209041223,Thomastown,21432,1457.959184,0.009332711,2,-0.371885459,,,,,,
2014,209041224,Wallan,14859,29.26728383,5.697823303,801,31.86900958,,,,,,
2014,209041225,Whittlesea,8049,27.01006711,1.628787879,129,12.47903857,,,,,,
2014,209041430,Doreen,17955,1238.275862,12.91032575,2053,159.6153846,,,,,,
2014,209041431,Epping - East,13272,1701.538462,1.413616566,185,13.04940375,,,,,,
2014,209041432,Epping - South,8557,538.1761006,0.281260987,24,0.505050505,,,,,,
2014,209041433,Epping - West,9351,1263.648649,11.86744826,992,182.1665661,,,,,,
2014,209041434,Mernda,12565,527.9411765,18.22544223,1937,249.6104619,,,,,,
2014,209041435,South Morang (North),11838,864.0875912,3.253379852,373,73.55226506,,,,,,
2014,209041436,South Morang (South),12354,1604.415584,1.013900245,124,17.1106266,,,,,,
2014,209041437,Wollert,5149,95.52875696,52.02243874,1762,1131.818182,,,,,,
2014,210011226,Airport West,7521,2032.702703,1.772665765,131,6.424225272,,,,,,
2014,210011227,Essendon Airport,0,0,0,0,0,,,,,,
2014,210011228,Keilor,8806,503.2,0.939935809,82,0.444850006,,,,,,
2014,210011229,Keilor East,26449,2426.513761,1.867971037,485,4.669753453,,,,,,
2014,210011230,Niddrie - Essendon West,6896,2462.857143,2.284188668,154,8.598425197,,,,,,
2014,210011231,Strathmore,9578,2336.097561,0.831666491,79,2.132650885,,,,,,
2014,210021232,Gisborne,12404,58.75888205,2.622652437,317,15.1824682,,,,,,
2014,210021233,Macedon,3443,47.16438356,1.443724219,49,2.045050385,,,,,,
2014,210021234,Riddells Creek,4066,48.7529976,1.447105788,58,6.971849513,,,,,,
2014,210021235,Romsey,9248,14.80390587,1.72698273,157,7.722772277,,,,,,
2014,210031236,Coburg North,7474,1525.306122,4.225352113,303,11.55223881,,,,,,
2014,210031237,Fawkner,13876,2720.784314,2.580025135,349,6.98535081,,,,,,
2014,210031239,Pascoe Vale,23257,3322.428571,2.866115264,648,11.34677072,,,,,,
2014,210031438,Glenroy,21969,2468.426966,2.639693515,565,10.8258084,,,,,,
2014,210031439,Gowanbrae,2956,1970.666667,0.956284153,28,9.037255625,,,,,,
2014,210031440,Hadfield,5726,1847.096774,1.38101983,78,3.995641119,,,,,,
2014,210041240,Sunbury,13129,101.3822394,0.313264059,41,1.296196281,,,,,,
2014,210041241,Sunbury - South,26191,199.7787948,1.970021413,506,8.550232095,,,,,,
2014,210051242,Broadmeadows,13136,1492.727273,2.95477702,377,11.40700534,,,,,,
2014,210051243,Campbellfield - Coolaroo,16921,929.7252747,0.504870516,85,2.831965968,,,,,,
2014,210051245,Gladstone Park - Westmeadows,17997,1294.748201,0.575611937,103,0.094549499,,,,,,
2014,210051246,Greenvale - Bulla,14584,152.0750782,4.238438996,593,13.03673849,,,,,,
2014,210051247,Meadow Heights,15764,3426.956522,0.076180802,12,0.458832526,,,,,,
2014,210051248,Melbourne Airport,179,5.888157895,3.468208092,6,24.30555556,,,,,,
2014,210051249,Roxburgh Park - Somerton,21727,1766.422764,2.708707573,573,10.91428863,,,,,,
2014,210051250,Tullamarine,6636,1701.538462,0.912408759,60,0.469341408,,,,,,
2014,210051441,Craigieburn - Central,8610,2152.5,1.008916002,86,6.060606061,,,,,,
2014,210051442,Craigieburn - North,10899,813.358209,7.964338782,804,55.27852971,,,,,,
2014,210051443,Craigieburn - South,15261,1282.436975,5.81750104,839,31.49233155,,,,,,
2014,210051444,Craigieburn - West,10244,1652.258065,25.92501537,2109,382.2975518,,,,,,
2014,210051445,Mickleham - Yuroke,2209,31.28895184,18.57219538,346,66.09022556,,,,,,
2014,211011251,Bayswater,12219,1527.375,1.867444769,224,7.552152099,,,,,,
2014,211011254,Knoxfield - Scoresby,14645,957.1895425,2.872998033,409,9.380835014,,,,,,
2014,211011255,Lysterfield,6884,372.1081081,0.218372398,15,2.82300224,,,,,,
2014,211011256,Rowville - Central,15839,1931.585366,0.012628654,2,-0.950534676,,,,,,
2014,211011257,Rowville - North,8347,1987.380952,-0.047898455,-4,-1.880804044,,,,,,
2014,211011258,Rowville - South,11099,1180.744681,-0.484174662,-54,-1.025503834,,,,,,
2014,211011259,Wantirna,14355,1729.518072,0.118566048,17,0.146504814,,,,,,
2014,211011260,Wantirna South,18326,1367.61194,0.454969029,83,0.120192308,,,,,,
2014,211011446,Boronia,22047,1951.061947,1.412143514,307,3.863004664,,,,,,
2014,211011447,Ferntree Gully (North),14120,2017.142857,0.562637989,79,3.984093085,,,,,,
2014,211011448,Ferntree Gully (South) - Upper Ferntree Gully,15179,1668.021978,0.05932762,9,-0.144727321,,,,,,
2014,211011449,The Basin,4419,775.2631579,0.022634676,1,0.135961931,,,,,,
2014,211021261,Donvale - Park Orchards,16399,788.4134615,0.71858494,117,1.091110837,,,,,,
2014,211021262,Warrandyte - Wonga Park,10538,230.0873362,0.133029266,14,0.678322346,,,,,,
2014,211031263,Bayswater North,12033,1215.454545,0.677710843,81,2.234494477,,,,,,
2014,211031265,Croydon Hills - Warranwood,18692,1967.578947,0.150021432,28,-0.192225545,,,,,,
2014,211031266,Ringwood,17410,1758.585859,1.504197761,258,7.635239567,,,,,,
2014,211031267,Ringwood East,20300,2159.574468,1.621946336,324,4.757972959,,,,,,
2014,211031268,Ringwood North,9857,2097.234043,0.83887468,82,2.282868112,,,,,,
2014,211031450,Croydon - East,15012,1853.333333,2.597047567,380,9.408935209,,,,,,
2014,211031451,Croydon - West,12891,1895.735294,3.334669339,416,10.91894682,,,,,,
2014,211031452,Croydon South,4785,1650,1.205583756,57,4.613030171,,,,,,
2014,211041269,Forest Hill,10772,2627.317073,1.278676194,136,4.369731615,,,,,,
2014,211041270,Mitcham (Vic.),16482,2497.272727,1.709348966,277,8.377169911,,,,,,
2014,211041271,Nunawading,11867,2326.862745,1.06455459,125,5.955357143,,,,,,
2014,211041272,Vermont,10619,2308.478261,0.969858325,102,4.651621169,,,,,,
2014,211041273,Vermont South,12070,1946.774194,0.549816728,66,0.852272727,,,,,,
2014,211051274,Belgrave - Selby,10424,187.1454219,0.009594167,1,-0.761614623,,,,,,
2014,211051275,Chirnside Park,9711,437.4324324,1.26173097,121,3.451581975,,,,,,
2014,211051276,Healesville - Yarra Glen,13754,37.2232747,1.154666471,157,5.873296898,,,,,,
2014,211051277,Kilsyth,9139,1114.512195,1.016911683,92,4.601121666,,,,,,
2014,211051278,Lilydale - Coldstream,18925,172.9890311,0.782830972,147,3.381405004,,,,,,
2014,211051279,Monbulk - Silvan,5791,84.41690962,0.051831375,3,0.958856346,,,,,,
2014,211051280,Montrose,7011,667.7142857,0.09994289,7,1.300390117,,,,,,
2014,211051281,Mooroolbark,22208,1776.64,1.759530792,384,6.411116435,,,,,,
2014,211051282,Mount Dandenong - Olinda,10065,122.8937729,0.009936407,1,0.912372168,,,,,,
2014,211051283,Mount Evelyn,9839,578.7647059,0.726863227,71,2.907645644,,,,,,
2014,211051284,Upwey - Tecoma,10017,1125.505618,-0.089766607,-9,-0.772659733,,,,,,
2014,211051285,Wandin - Seville,7748,69.30232558,0.623376623,48,2.486772487,,,,,,
2014,211051286,Yarra Valley,16496,22.603453,0.218712029,36,1.657730942,,,,,,
2014,212011287,Beaconsfield - Officer,10331,250.7524272,7.502601457,721,36.6715174,,,,,,
2014,212011288,Bunyip - Garfield,8700,23.31814527,1.045296167,90,5.659460772,,,,,,
2014,212011289,Emerald - Cockatoo,18241,49.08772874,0.534611993,97,1.893643168,,,,,,
2014,212011290,Koo Wee Rup,7204,17.59648266,2.300482817,162,15.76410092,,,,,,
2014,212011291,Pakenham - North,16974,456.2903226,7.552908377,1192,62.96082949,,,,,,
2014,212011292,Pakenham - South,26800,538.1526104,4.806225803,1229,50.89240471,,,,,,
2014,212021293,Berwick - North,23455,1190.609137,0.509941721,119,3.348755232,,,,,,
2014,212021294,Berwick - South,25336,1700.402685,2.13657986,530,15.7952468,,,,,,
2014,212021295,Doveton,11484,2208.461538,2.471669492,277,12.67660911,,,,,,
2014,212021297,Hallam,11017,1360.123457,1.212677997,132,5.627996165,,,,,,
2014,212021299,Narre Warren North,7712,224.1860465,2.49867092,188,10.75685768,,,,,,
2014,212021453,Endeavour Hills - North,12475,860.3448276,-0.016029494,-2,0.840675774,,,,,,
2014,212021454,Endeavour Hills - South,14156,2527.857143,-0.148127248,-21,-1.680788998,,,,,,
2014,212021455,Narre Warren - North East,13838,2824.081633,0.486529664,67,0.779258612,,,,,,
2014,212021456,Narre Warren - South West,14016,1507.096774,1.979045402,272,6.682904552,,,,,,
2014,212031300,Cranbourne,20250,1557.692308,1.62601626,324,12.40008881,,,,,,
2014,212031301,Cranbourne East,16034,373.7529138,27.94446218,3502,158.1548865,,,,,,
2014,212031302,Cranbourne North,18101,1774.607843,6.822071407,1156,44.39215061,,,,,,
2014,212031303,Cranbourne South,8355,102.2643819,5.094339623,405,43.23675639,,,,,,
2014,212031304,Cranbourne West,12651,980.6976744,12.85459411,1441,47.60238012,,,,,,
2014,212031305,Hampton Park - Lynbrook,25765,1937.218045,1.858074718,470,7.785307898,,,,,,
2014,212031306,Lynbrook - Lyndhurst,14794,1999.189189,5.355362484,752,64.3412575,,,,,,
2014,212031308,Pearcedale - Tooradin,7811,79.29949239,0.761093911,59,3.129125957,,,,,,
2014,212031457,Narre Warren South (East),13561,2187.258065,0.630750965,85,5.714062987,,,,,,
2014,212031458,Narre Warren South (West),17126,2518.529412,0.931164545,158,4.395001524,,,,,,
2014,212041309,Clarinda - Oakleigh South,12272,1947.936508,0.195950359,24,0.40088358,,,,,,
2014,212041310,Clayton South,13000,1645.56962,1.380332216,177,9.390777516,,,,,,
2014,212041311,Dandenong,30987,501.407767,3.809045226,1137,19.57167664,,,,,,
2014,212041312,Dandenong North,23302,2452.842105,0.534990077,124,1.269013472,,,,,,
2014,212041313,Dingley Village,10608,1473.333333,-0.07535795,-8,0.980485483,,,,,,
2014,212041314,Keysborough,24327,802.8712871,5.52181834,1273,18.73200254,,,,,,
2014,212041316,Noble Park North,7783,2048.157895,0.257632359,20,-0.243527301,,,,,,
2014,212041317,Springvale,21505,1937.387387,1.76509559,373,7.69192248,,,,,,
2014,212041318,Springvale South,12964,2818.26087,0.934288384,120,2.482213439,,,,,,
2014,212041459,Noble Park - East,12581,3310.789474,2.027410591,250,10.54388894,,,,,,
2014,212041460,Noble Park - West,18686,3892.916667,1.83106267,336,6.630906186,,,,,,
2014,212051319,Ashwood - Chadstone,18437,2751.791045,2.416398178,435,11.33454106,,,,,,
2014,212051320,Clayton,21471,2284.148936,4.000968758,826,24.21752965,,,,,,
2014,212051321,Glen Waverley - East,21922,2382.826087,0.499702013,109,2.052977049,,,,,,
2014,212051322,Glen Waverley - West,19799,2571.298701,0.789045001,155,3.189659665,,,,,,
2014,212051323,Mount Waverley - North,15822,2434.153846,0.399771559,63,2.880551401,,,,,,
2014,212051324,Mount Waverley - South,18698,2149.195402,1.580920302,291,5.092176259,,,,,,
2014,212051325,Mulgrave,19874,1857.383178,2.09596219,408,10.23962725,,,,,,
2014,212051326,Oakleigh - Huntingdale,21929,2149.901961,1.23257317,267,5.402547465,,,,,,
2014,212051327,Wheelers Hill,20450,1966.346154,1.192537978,241,0.16653605,,,,,,
2014,213011328,Ardeer - Albion,7773,1689.782609,1.369327074,105,9.679695217,,,,,,
2014,213011329,Cairnlea,9857,2240.227273,1.639513302,159,12.16431497,,,,,,
2014,213011330,Deer Park - Derrimut,26157,1228.028169,3.207859848,813,34.60093655,,,,,,
2014,213011331,Delahey,8807,2516.285714,0.170609645,15,-2.177052094,,,,,,
2014,213011332,Keilor Downs,14014,1820,-0.39800995,-56,-1.869616974,,,,,,
2014,213011333,Kings Park (Vic.),14336,3258.181818,0.139703828,20,-0.472091086,,,,,,
2014,213011334,St Albans - North,20220,3110.769231,0.913310376,183,4.533939927,,,,,,
2014,213011335,St Albans - South,17503,2778.253968,1.114962449,193,5.854248564,,,,,,
2014,213011336,Sunshine,9843,2094.255319,2.339363693,225,10.14995524,,,,,,
2014,213011337,Sunshine North,11693,1461.625,1.775611454,204,8.570102136,,,,,,
2014,213011338,Sunshine West,18596,1430.461538,2.198285337,400,9.118648046,,,,,,
2014,213011339,Sydenham,12335,3162.820513,0.66100865,81,4.978723404,,,,,,
2014,213011340,Taylors Lakes,18532,1001.72973,-0.669989816,-125,-3.769861876,,,,,,
2014,213021341,Altona,12757,720.7344633,1.698022959,213,4.978604345,,,,,,
